Source,Target,Type,Id,Label,timeset,Weight,year,place,MMNT-EdgeType
米谷(1949),周太玄(1949),Undirected,20727,author-author,,15,,,author<--->author
米谷(1949),夏合德(1949),Undirected,20728,author-author,,15,,,author<--->author
米谷(1949),夷白(1949),Undirected,20729,author-author,,15,,,author<--->author
米谷(1949),威康·福斯特(1949),Undirected,20730,author-author,,15,,,author<--->author
米谷(1949),守素(1949),Undirected,20731,author-author,,15,,,author<--->author
米谷(1949),宋允一(1949),Undirected,20732,author-author,,15,,,author<--->author
米谷(1949),宫本显治(1949),Undirected,20733,author-author,,15,,,author<--->author
米谷(1949),寒梅(1949),Undirected,20734,author-author,,15,,,author<--->author
米谷(1949),少峯(1949),Undirected,20735,author-author,,15,,,author<--->author
米谷(1949),山民(1949),Undirected,20736,author-author,,15,,,author<--->author
米谷(1949),左尔宁(1949),Undirected,20737,author-author,,15,,,author<--->author
米谷(1949),广志(1949),Undirected,20738,author-author,,15,,,author<--->author
米谷(1949),廖盖隆(1949),Undirected,20739,author-author,,15,,,author<--->author
米谷(1949),张六村(1949),Undirected,20740,author-author,,15,,,author<--->author
米谷(1949),张华(1949),Undirected,20741,author-author,,15,,,author<--->author
米谷(1949),张天翼(1949),Undirected,20742,author-author,,15,,,author<--->author
米谷(1949),张如心(1949),Undirected,20743,author-author,,15,,,author<--->author
米谷(1949),张学思(1949),Undirected,20744,author-author,,15,,,author<--->author
米谷(1949),张彦(1949),Undirected,20745,author-author,,15,,,author<--->author
米谷(1949),张柳生(1949),Undirected,20746,author-author,,15,,,author<--->author
米谷(1949),张端纳(1949),Undirected,20747,author-author,,15,,,author<--->author
米谷(1949),徐照林(1949),Undirected,20748,author-author,,15,,,author<--->author
米谷(1949),德华(1949),Undirected,20749,author-author,,15,,,author<--->author
米谷(1949),文华(1949),Undirected,20750,author-author,,15,,,author<--->author
米谷(1949),文飞(1949),Undirected,20751,author-author,,15,,,author<--->author
米谷(1949),文魁(1949),Undirected,20752,author-author,,15,,,author<--->author
米谷(1949),方正(1949),Undirected,20753,author-author,,15,,,author<--->author
米谷(1949),旅人(1949),Undirected,20754,author-author,,15,,,author<--->author
米谷(1949),普文(1949),Undirected,20755,author-author,,15,,,author<--->author
米谷(1949),未茗(1949),Undirected,20756,author-author,,15,,,author<--->author
米谷(1949),朱德(1949),Undirected,20757,author-author,,15,,,author<--->author
米谷(1949),李家榆(1949),Undirected,20758,author-author,,15,,,author<--->author
米谷(1949),李文(1949),Undirected,20759,author-author,,15,,,author<--->author
米谷(1949),李维德(1949),Undirected,20760,author-author,,15,,,author<--->author
米谷(1949),李金表(1949),Undirected,20761,author-author,,15,,,author<--->author
米谷(1949),李鱼(1949),Undirected,20762,author-author,,15,,,author<--->author
米谷(1949),林林(1949),Undirected,20763,author-author,,15,,,author<--->author
米谷(1949),柳晨(1949),Undirected,20764,author-author,,15,,,author<--->author
米谷(1949),格列布湼夫(1949),Undirected,20765,author-author,,15,,,author<--->author
米谷(1949),棉之(1949),Undirected,20766,author-author,,15,,,author<--->author
米谷(1949),楚石(1949),Undirected,20767,author-author,,15,,,author<--->author
米谷(1949),欧阳子倩(1949),Undirected,20768,author-author,,15,,,author<--->author
米谷(1949),殷勤(1949),Undirected,20769,author-author,,15,,,author<--->author
米谷(1949),泓夫(1949),Undirected,20770,author-author,,15,,,author<--->author
米谷(1949),浩波(1949),Undirected,20771,author-author,,15,,,author<--->author
米谷(1949),瀚若(1949),Undirected,20772,author-author,,15,,,author<--->author
米谷(1949),王江(1949),Undirected,20773,author-author,,15,,,author<--->author
米谷(1949),王烽(1949),Undirected,20774,author-author,,15,,,author<--->author
米谷(1949),王纯德(1949),Undirected,20775,author-author,,15,,,author<--->author
米谷(1949),白虹(1949),Undirected,20776,author-author,,15,,,author<--->author
米谷(1949),石维骏(1949),Undirected,20777,author-author,,15,,,author<--->author
米谷(1949),纪于(1949),Undirected,20778,author-author,,15,,,author<--->author
米谷(1949),翰宗(1949),Undirected,20779,author-author,,15,,,author<--->author
米谷(1949),艾廸(1949),Undirected,20780,author-author,,15,,,author<--->author
米谷(1949),苏素(1949),Undirected,20781,author-author,,15,,,author<--->author
米谷(1949),若因(1949),Undirected,20782,author-author,,15,,,author<--->author
米谷(1949),茜里(1949),Undirected,20783,author-author,,15,,,author<--->author
米谷(1949),茵明(1949),Undirected,20784,author-author,,15,,,author<--->author
米谷(1949),荃麟(1949),Undirected,20785,author-author,,15,,,author<--->author
米谷(1949),萧恺(1949),Undirected,20786,author-author,,15,,,author<--->author
米谷(1949),萧蕴(1949),Undirected,20787,author-author,,15,,,author<--->author
米谷(1949),许霈(1949),Undirected,20788,author-author,,15,,,author<--->author
米谷(1949),谭政(1949),Undirected,20789,author-author,,15,,,author<--->author
米谷(1949),赵扬(1949),Undirected,20790,author-author,,15,,,author<--->author
米谷(1949),辛之(1949),Undirected,20791,author-author,,15,,,author<--->author
米谷(1949),邓小平(1949),Undirected,20792,author-author,,15,,,author<--->author
米谷(1949),邓颖超(1949),Undirected,20793,author-author,,15,,,author<--->author
米谷(1949),郇劳(1949),Undirected,20794,author-author,,15,,,author<--->author
米谷(1949),郑景康(1949),Undirected,20795,author-author,,15,,,author<--->author
米谷(1949),郭凤(1949),Undirected,20796,author-author,,15,,,author<--->author
米谷(1949),郭沫若(1949),Undirected,20797,author-author,,15,,,author<--->author
米谷(1949),阿来(1949),Undirected,20798,author-author,,15,,,author<--->author
米谷(1949),阿米(1949),Undirected,20799,author-author,,15,,,author<--->author
米谷(1949),阿芳(1949),Undirected,20800,author-author,,15,,,author<--->author
米谷(1949),陈伯达(1949),Undirected,20801,author-author,,15,,,author<--->author
米谷(1949),陈毅(1949),Undirected,20802,author-author,,15,,,author<--->author
米谷(1949),高崇民(1949),Undirected,20803,author-author,,15,,,author<--->author
米谷(1949),高鹰(1949),Undirected,20804,author-author,,15,,,author<--->author
米谷(1949),麦秀(1949),Undirected,20805,author-author,,15,,,author<--->author
米谷(1949),黄作梅(1949),Undirected,20806,author-author,,15,,,author<--->author
米谷(1949),龚澎(1949),Undirected,20807,author-author,,15,,,author<--->author
米谷(1949),（日）德田球一(1949),Undirected,20808,author-author,,15,,,author<--->author
米谷(1949),（苏）M·玛卡罗娃(1949),Undirected,20809,author-author,,15,,,author<--->author
任谷(1949),林秀(1949),Undirected,20810,author-author,,144,,,author<--->author
